yyyy_mm,country,crop,rainfall_mm,temp_c,price_usd
2012-05,USA,Maize,126.96,15.86,210.42
2012-06,USA,Maize,121.58,20.36,212.83
2012-07,USA,Maize,87.14,17.54,212.94
2012-08,USA,Maize,34.69,9.96,213.11
2012-09,USA,Maize,8.64,8.56,212.14
2012-10,USA,Maize,64.63,12.24,211.56
2012-11,USA,Maize,85.2,15.06,205.0
2012-12,USA,Maize,0.0,12.27,209.59
2013-01,USA,Maize,92.59,16.85,213.12
2013-02,USA,Maize,61.35,20.41,208.09
2013-03,USA,Maize,21.32,26.51,210.76
2013-04,USA,Maize,92.08,16.15,210.74
2013-05,USA,Maize,102.87,17.1,210.14
2013-06,USA,Maize,58.46,15.81,211.62
2013-07,USA,Maize,28.28,17.76,206.39
2013-08,USA,Maize,102.36,11.66,206.35
2013-09,USA,Maize,24.35,11.71,206.59
2013-10,USA,Maize,76.78,10.41,206.83
2013-11,USA,Maize,0.0,10.68,202.73
2013-12,USA,Maize,63.48,12.86,204.07
2014-01,USA,Maize,71.63,18.43,207.25
2014-02,USA,Maize,,14.26,208.47
2014-03,USA,Maize,120.38,18.84,207.79
2014-04,USA,Maize,53.59,15.95,215.85
2014-05,USA,Maize,91.21,20.09,213.08
2014-06,USA,Maize,28.0,16.85,215.4
2014-07,USA,Maize,18.66,18.56,216.13
2014-08,USA,Maize,33.65,12.48,222.17
2014-09,USA,Maize,56.69,9.19,223.33
2014-10,USA,Maize,92.31,9.18,225.13
2014-11,USA,Maize,100.18,16.41,226.65
2014-12,USA,Maize,40.35,7.27,223.47
2015-01,USA,Maize,69.17,12.91,220.87
2015-02,USA,Maize,97.29,17.62,220.04
2015-03,USA,Maize,98.55,17.21,222.91
2015-04,USA,Maize,72.92,21.64,223.61
2015-05,USA,Maize,77.87,19.14,222.99
2015-06,USA,Maize,65.69,18.35,227.11
2015-07,USA,Maize,53.75,15.39,221.16
2015-08,USA,Maize,40.76,12.16,217.27
2015-09,USA,Maize,40.82,6.37,209.78
2015-10,USA,Maize,29.83,10.59,213.41
2015-11,USA,Maize,10.35,4.79,213.12
2015-12,USA,Maize,76.88,10.26,216.02
2016-01,USA,Maize,75.49,16.63,215.69
2016-02,USA,Maize,125.3,21.47,218.76
2016-03,USA,Maize,86.67,27.16,218.38
2016-04,USA,Maize,65.49,18.57,219.61
2016-05,USA,Maize,56.8,16.45,220.4
2016-06,USA,Maize,70.42,19.24,221.41
2016-07,USA,Maize,76.59,21.23,226.47
2016-08,USA,Maize,43.66,17.61,221.59
2016-09,USA,Maize,0.3,7.22,221.39
2016-10,USA,Maize,19.83,9.53,221.98
2016-11,USA,Maize,44.95,13.5,222.13
2016-12,USA,Maize,73.21,15.57,220.93
2017-01,USA,Maize,15.43,16.97,219.33
2017-02,USA,Maize,76.95,16.0,223.92
2017-03,USA,Maize,82.22,21.27,223.71
2017-04,USA,Maize,64.45,23.1,231.02
2017-05,USA,Maize,57.98,16.22,232.6
2017-06,USA,Maize,,21.93,231.74
2017-07,USA,Maize,64.22,18.31,233.39
2017-08,USA,Maize,84.8,10.03,233.72
2017-09,USA,Maize,80.35,13.75,237.75
2017-10,USA,Maize,8.28,12.71,234.24
2017-11,USA,Maize,38.8,13.51,228.84
2017-12,USA,Maize,0.0,17.75,229.92
2018-01,USA,Maize,63.28,14.97,232.43
2018-02,USA,Maize,86.93,18.61,233.29
2018-03,USA,Maize,122.72,10.53,235.3
2018-04,USA,Maize,24.41,23.72,236.88
2018-05,USA,Maize,42.95,22.73,232.44
2018-06,USA,Maize,73.32,22.02,233.28
2018-07,USA,Maize,11.45,11.88,237.23
2018-08,USA,Maize,56.17,15.71,237.75
2018-09,USA,Maize,63.1,14.07,233.82
2018-10,USA,Maize,3.56,7.83,232.82
2018-11,USA,Maize,48.39,14.19,234.49
2018-12,USA,Maize,14.63,14.04,239.87
2019-01,USA,Maize,101.26,9.34,234.01
2019-02,USA,Maize,75.2,19.45,235.09
2019-03,USA,Maize,56.39,16.77,232.29
2019-04,USA,Maize,40.86,14.41,233.82
2019-05,USA,Maize,87.26,20.55,235.58
2019-06,USA,Maize,109.74,17.28,234.88
2019-07,USA,Maize,36.85,19.68,236.77
2019-08,USA,Maize,37.81,13.11,240.19
2019-09,USA,Maize,21.85,13.26,239.7
2019-10,USA,Maize,88.66,11.7,235.69
2019-11,USA,Maize,0.0,14.07,239.97
2019-12,USA,Maize,89.57,9.55,
2020-01,USA,Maize,48.68,15.66,244.14
2020-02,USA,Maize,66.85,17.03,242.07
2020-03,USA,Maize,65.37,21.51,245.03
2020-04,USA,Maize,85.19,20.85,251.15
2020-05,USA,Maize,53.69,17.28,250.79
2020-06,USA,Maize,100.75,16.37,251.07
2020-07,USA,Maize,92.97,20.5,247.88
2020-08,USA,Maize,21.5,6.85,245.72
2020-09,USA,Maize,64.44,13.03,242.5
2020-10,USA,Maize,31.31,14.14,242.89
2020-11,USA,Maize,45.96,12.6,241.87
2020-12,USA,Maize,96.75,19.07,242.98
2021-01,USA,Maize,39.78,18.13,240.31
2021-02,USA,Maize,96.8,18.78,239.81
2021-03,USA,Maize,89.3,17.77,236.95
2021-04,USA,Maize,72.18,21.34,237.51
2021-05,USA,Maize,86.61,21.6,232.61
2021-06,USA,Maize,76.45,17.51,233.07
2021-07,USA,Maize,25.25,12.52,232.23
2021-08,USA,Maize,32.8,8.49,232.77
2021-09,USA,Maize,13.05,11.29,227.82
2021-10,USA,Maize,33.7,5.07,229.78
2021-11,USA,Maize,84.76,9.1,228.88
2021-12,USA,Maize,68.43,4.39,229.53
2022-01,USA,Maize,17.02,17.78,223.92
2022-02,USA,Maize,60.8,21.35,220.2
2022-03,USA,Maize,82.6,19.59,219.03
2022-04,USA,Maize,100.32,26.1,223.15
2022-05,USA,Maize,56.07,23.82,224.73
2022-06,USA,Maize,31.88,19.1,225.12
2022-07,USA,Maize,58.31,14.62,222.35
2022-08,USA,Maize,68.07,11.34,219.03
2022-09,USA,Maize,51.46,12.54,219.86
2022-10,USA,Maize,15.46,9.53,221.96
2022-11,USA,Maize,97.05,12.5,222.59
2022-12,USA,Maize,48.04,14.57,227.72
2023-01,USA,Maize,65.81,14.23,225.67
2023-02,USA,Maize,49.14,21.15,226.21
2023-03,USA,Maize,108.78,18.57,221.13
2023-04,USA,Maize,95.16,20.07,221.76
2023-05,USA,Maize,85.03,16.07,226.17
2023-06,USA,Maize,34.45,16.6,223.05
2023-07,USA,Maize,92.82,22.19,225.57
2023-08,USA,Maize,73.71,9.5,229.9
2023-09,USA,Maize,74.86,12.13,227.83
2023-10,USA,Maize,43.11,8.49,229.23
2023-11,USA,Maize,42.17,3.29,233.97
2023-12,USA,Maize,45.54,14.36,234.66
2024-01,USA,Maize,128.37,13.15,237.02
2024-02,USA,Maize,52.73,18.56,231.7
2024-03,USA,Maize,40.0,22.63,233.49
2024-04,USA,Maize,66.8,20.78,235.04
2024-05,USA,Maize,59.59,20.42,231.06
2024-06,USA,Maize,106.8,14.61,228.17
2024-07,USA,Maize,19.32,17.36,229.98
2024-08,USA,Maize,34.16,11.87,229.07
2024-09,USA,Maize,,4.01,232.41
2024-10,USA,Maize,80.05,12.76,233.34
2024-11,USA,Maize,65.81,14.45,233.51
2024-12,USA,Maize,99.57,17.44,233.0
2000-01,Brazil,Maize,183.77,25.25,181.4
2000-02,Brazil,Maize,144.88,28.18,186.14
2000-03,Brazil,Maize,201.18,29.26,187.12
2000-04,Brazil,Maize,123.81,29.12,191.15
2000-05,Brazil,Maize,212.11,29.4,195.89
2000-06,Brazil,Maize,183.23,28.84,194.13
2000-07,Brazil,Maize,89.99,25.9,194.95
2000-08,Brazil,Maize,137.02,22.47,193.68
2000-09,Brazil,Maize,150.71,22.72,189.23
2000-10,Brazil,Maize,94.93,22.7,190.3
2000-11,Brazil,Maize,55.1,20.19,187.14
2000-12,Brazil,Maize,119.39,22.25,188.59
2001-01,Brazil,Maize,157.62,25.69,183.93
2001-02,Brazil,Maize,108.0,26.59,184.44
2001-03,Brazil,Maize,113.39,30.18,179.73
2001-04,Brazil,Maize,195.08,30.1,181.75
2001-05,Brazil,Maize,204.94,29.7,180.57
2001-06,Brazil,Maize,256.99,26.92,179.1
2001-07,Brazil,Maize,163.29,24.21,182.48
2001-08,Brazil,Maize,50.05,20.51,181.51
2001-09,Brazil,Maize,198.21,22.15,181.85
2001-10,Brazil,Maize,143.75,20.94,181.25
2001-11,Brazil,Maize,0.0,21.34,182.77
2001-12,Brazil,Maize,58.99,22.85,185.9
2002-01,Brazil,Maize,105.42,22.7,188.41
2002-02,Brazil,Maize,191.4,26.75,187.01
2002-03,Brazil,Maize,44.8,29.07,190.64
2002-04,Brazil,Maize,163.04,28.92,187.89
2002-05,Brazil,Maize,202.83,27.64,185.66
2002-06,Brazil,Maize,7.79,26.52,185.28
2002-07,Brazil,Maize,167.34,25.05,188.42
2002-08,Brazil,Maize,153.85,22.55,184.91
2002-09,Brazil,Maize,53.89,21.58,187.58
2002-10,Brazil,Maize,33.34,22.06,187.42
2002-11,Brazil,Maize,53.11,21.36,186.11
2002-12,Brazil,Maize,0.0,22.32,189.41
2003-01,Brazil,Maize,113.69,26.8,187.0
2003-02,Brazil,Maize,160.48,25.92,193.86
2003-03,Brazil,Maize,102.81,27.25,193.33
2003-04,Brazil,Maize,217.6,29.11,193.78
2003-05,Brazil,Maize,168.9,30.14,198.41
2003-06,Brazil,Maize,162.5,27.67,198.93
2003-07,Brazil,Maize,109.9,23.87,202.5
2003-08,Brazil,Maize,147.65,21.77,196.64
2003-09,Brazil,Maize,160.75,19.43,195.31
2003-10,Brazil,Maize,70.62,18.76,196.5
2003-11,Brazil,Maize,134.28,22.22,199.75
2003-12,Brazil,Maize,149.1,22.36,202.06
2004-01,Brazil,Maize,150.89,26.77,204.08
2004-02,Brazil,Maize,233.35,26.61,207.27
2004-03,Brazil,Maize,127.45,29.82,208.69
2004-04,Brazil,Maize,147.92,30.23,202.26
2004-05,Brazil,Maize,124.93,30.21,206.59
2004-06,Brazil,Maize,185.75,27.75,204.08
2004-07,Brazil,Maize,116.38,25.99,205.02
2004-08,Brazil,Maize,75.71,23.05,205.56
2004-09,Brazil,Maize,179.38,19.58,205.7
2004-10,Brazil,Maize,181.48,20.73,202.38
2004-11,Brazil,Maize,79.79,20.57,196.57
2004-12,Brazil,Maize,42.13,21.72,193.56
2005-01,Brazil,Maize,223.18,25.69,196.04
2005-02,Brazil,Maize,173.04,28.42,191.7
2005-03,Brazil,Maize,184.81,28.85,189.06
2005-04,Brazil,Maize,174.25,29.65,190.31
2005-05,Brazil,Maize,123.76,27.94,187.23
2005-06,Brazil,Maize,128.84,25.7,185.6
2005-07,Brazil,Maize,163.89,24.76,185.85
2005-08,Brazil,Maize,,23.29,186.7
2005-09,Brazil,Maize,117.87,20.1,183.55
2005-10,Brazil,Maize,91.67,21.43,183.98
2005-11,Brazil,Maize,43.38,20.46,185.17
2005-12,Brazil,Maize,191.56,22.3,181.35
2006-01,Brazil,Maize,159.7,24.71,182.0
2006-02,Brazil,Maize,166.03,28.48,179.85
2006-03,Brazil,Maize,191.53,28.37,180.22
2006-04,Brazil,Maize,79.36,29.87,182.39
2006-05,Brazil,Maize,139.12,28.78,181.86
2006-06,Brazil,Maize,73.13,26.94,184.6
2006-07,Brazil,Maize,136.23,25.04,186.97
2006-08,Brazil,Maize,126.8,22.39,189.7
2006-09,Brazil,Maize,103.29,21.72,190.91
2006-10,Brazil,Maize,149.93,19.99,194.21
2006-11,Brazil,Maize,21.36,21.22,195.36
2006-12,Brazil,Maize,70.54,22.67,190.36
2007-01,Brazil,Maize,,26.4,187.99
2007-02,Brazil,Maize,162.7,27.2,187.35
2007-03,Brazil,Maize,98.0,29.03,187.09
2007-04,Brazil,Maize,228.83,30.75,188.16
2007-05,Brazil,Maize,240.94,29.01,185.74
2007-06,Brazil,Maize,170.78,28.0,191.77
2007-07,Brazil,Maize,54.55,27.34,191.46
2007-08,Brazil,Maize,118.49,21.52,191.44
2007-09,Brazil,Maize,113.24,22.2,189.43
2007-10,Brazil,Maize,77.41,19.51,186.42
2007-11,Brazil,Maize,163.59,22.01,186.04
2007-12,Brazil,Maize,104.7,23.19,186.12
2008-01,Brazil,Maize,235.23,25.6,185.86
2008-02,Brazil,Maize,188.66,27.35,190.82
2008-03,Brazil,Maize,177.58,29.08,190.45
2008-04,Brazil,Maize,215.02,29.28,190.19
2008-05,Brazil,Maize,240.32,29.34,192.63
2008-06,Brazil,Maize,194.45,27.32,192.12
2008-07,Brazil,Maize,126.21,25.19,193.74
2008-08,Brazil,Maize,77.5,21.09,189.9
2008-09,Brazil,Maize,40.12,20.69,186.09
2008-10,Brazil,Maize,0.0,21.26,186.45
2008-11,Brazil,Maize,104.94,21.61,185.76
2008-12,Brazil,Maize,91.12,22.52,183.33
2009-01,Brazil,Maize,113.29,27.56,183.7
2009-02,Brazil,Maize,200.94,26.92,184.32
2009-03,Brazil,Maize,158.17,29.24,182.19
2009-04,Brazil,Maize,263.76,28.55,180.64
2009-05,Brazil,Maize,135.12,28.93,181.29
2009-06,Brazil,Maize,100.95,29.29,178.23
2009-07,Brazil,Maize,,24.63,176.41
2009-08,Brazil,Maize,146.64,20.97,178.01
2009-09,Brazil,Maize,153.8,21.54,177.94
2009-10,Brazil,Maize,61.28,20.39,176.51
2009-11,Brazil,Maize,43.03,21.5,173.8
2009-12,Brazil,Maize,187.01,22.2,170.76
2010-01,Brazil,Maize,57.48,23.99,170.37
2010-02,Brazil,Maize,200.01,27.32,176.45
2010-03,Brazil,Maize,135.23,29.88,178.14
2010-04,Brazil,Maize,188.85,29.93,174.14
2010-05,Brazil,Maize,217.62,29.72,176.27
2010-06,Brazil,Maize,173.31,26.96,173.99
2010-07,Brazil,Maize,115.24,25.43,173.97
2010-08,Brazil,Maize,180.3,22.5,172.21
2010-09,Brazil,Maize,110.68,19.96,178.28
2010-10,Brazil,Maize,275.13,20.14,
2010-11,Brazil,Maize,10.97,20.28,175.81
2010-12,Brazil,Maize,24.5,23.12,173.76
2011-01,Brazil,Maize,,25.87,175.97
2011-02,Brazil,Maize,147.91,28.0,176.86
2011-03,Brazil,Maize,203.41,27.7,180.62
2011-04,Brazil,Maize,114.08,29.04,182.77
2011-05,Brazil,Maize,166.48,28.69,180.69
2011-06,Brazil,Maize,172.37,26.7,189.44
2011-07,Brazil,Maize,102.81,24.46,191.11
2011-08,Brazil,Maize,122.09,23.43,189.46
2011-09,Brazil,Maize,28.15,21.37,190.07
2011-10,Brazil,Maize,110.74,19.58,191.96
2011-11,Brazil,Maize,168.5,21.26,193.74
2011-12,Brazil,Maize,48.62,22.83,195.23
2012-01,Brazil,Maize,65.1,24.97,198.13
2012-02,Brazil,Maize,209.0,28.65,200.74
2012-03,Brazil,Maize,97.99,28.67,198.19
2012-04,Brazil,Maize,211.03,30.05,204.52
2012-05,Brazil,Maize,166.54,28.28,210.42
2012-06,Brazil,Maize,128.61,26.5,212.83
2012-07,Brazil,Maize,203.33,23.64,212.94
2012-08,Brazil,Maize,156.91,21.51,213.11
2012-09,Brazil,Maize,110.21,20.75,212.14
2012-10,Brazil,Maize,0.0,19.7,211.56
2012-11,Brazil,Maize,131.84,20.4,205.0
2012-12,Brazil,Maize,56.96,22.2,209.59
2013-01,Brazil,Maize,118.93,26.77,213.12
2013-02,Brazil,Maize,149.87,26.36,208.09
2013-03,Brazil,Maize,258.64,28.09,210.76
2013-04,Brazil,Maize,156.34,29.15,210.74
2013-05,Brazil,Maize,92.64,29.26,210.14
2013-06,Brazil,Maize,222.98,28.01,211.62
2013-07,Brazil,Maize,166.29,25.62,206.39
2013-08,Brazil,Maize,148.65,23.44,206.35
2013-09,Brazil,Maize,170.65,20.56,206.59
2013-10,Brazil,Maize,177.16,19.6,206.83
2013-11,Brazil,Maize,51.64,22.3,202.73
2013-12,Brazil,Maize,40.95,19.72,204.07
2014-01,Brazil,Maize,172.12,25.06,207.25
2014-02,Brazil,Maize,136.38,27.93,208.47
2014-03,Brazil,Maize,155.19,31.2,207.79
2014-04,Brazil,Maize,112.92,28.34,215.85
2014-05,Brazil,Maize,192.97,28.91,213.08
2014-06,Brazil,Maize,169.61,26.14,215.4
2014-07,Brazil,Maize,122.23,23.2,216.13
2014-08,Brazil,Maize,41.08,22.3,222.17
2014-09,Brazil,Maize,156.68,21.5,223.33
2014-10,Brazil,Maize,103.79,21.21,225.13
2014-11,Brazil,Maize,152.12,20.14,226.65
2014-12,Brazil,Maize,5.35,23.17,223.47
2015-01,Brazil,Maize,132.84,24.8,220.87
2015-02,Brazil,Maize,113.66,28.06,220.04
2015-03,Brazil,Maize,165.58,30.48,222.91
2015-04,Brazil,Maize,216.16,29.81,223.61
2015-05,Brazil,Maize,182.27,30.41,222.99
2015-06,Brazil,Maize,150.41,26.29,227.11
2015-07,Brazil,Maize,130.64,25.66,221.16
2015-08,Brazil,Maize,32.51,23.53,217.27
2015-09,Brazil,Maize,50.9,21.6,209.78
2015-10,Brazil,Maize,147.06,18.81,213.41
2015-11,Brazil,Maize,70.95,20.46,213.12
2015-12,Brazil,Maize,167.52,22.8,216.02
2016-01,Brazil,Maize,171.32,25.44,215.69
2016-02,Brazil,Maize,193.46,27.62,218.76
2016-03,Brazil,Maize,180.42,30.76,218.38
2016-04,Brazil,Maize,147.2,28.7,219.61
2016-05,Brazil,Maize,156.22,29.09,220.4
2016-06,Brazil,Maize,181.52,25.81,221.41
2016-07,Brazil,Maize,23.72,25.62,226.47
2016-08,Brazil,Maize,172.69,23.05,221.59
2016-09,Brazil,Maize,71.22,24.02,221.39
2016-10,Brazil,Maize,86.69,21.03,221.98
2016-11,Brazil,Maize,92.34,21.0,222.13
2016-12,Brazil,Maize,108.51,22.75,220.93
2017-01,Brazil,Maize,64.32,24.68,219.33
2017-02,Brazil,Maize,157.09,27.63,223.92
2017-03,Brazil,Maize,193.49,29.61,223.71
2017-04,Brazil,Maize,66.78,28.04,231.02
2017-05,Brazil,Maize,98.74,29.53,232.6
2017-06,Brazil,Maize,194.29,27.6,231.74
2017-07,Brazil,Maize,165.49,26.75,233.39
2017-08,Brazil,Maize,125.44,22.37,233.72
2017-09,Brazil,Maize,62.12,19.9,237.75
2017-10,Brazil,Maize,126.78,20.27,234.24
2017-11,Brazil,Maize,36.08,20.74,228.84
2017-12,Brazil,Maize,103.63,22.37,229.92
2018-01,Brazil,Maize,64.68,23.72,232.43
2018-02,Brazil,Maize,141.4,27.34,233.29
2018-03,Brazil,Maize,112.26,28.75,235.3
2018-04,Brazil,Maize,206.79,29.78,236.88
2018-05,Brazil,Maize,185.43,30.06,232.44
2018-06,Brazil,Maize,120.97,26.83,233.28
2018-07,Brazil,Maize,184.51,24.78,237.23
2018-08,Brazil,Maize,62.68,23.04,237.75
2018-09,Brazil,Maize,94.46,20.4,233.82
2018-10,Brazil,Maize,60.26,22.61,232.82
2018-11,Brazil,Maize,133.34,20.92,234.49
2018-12,Brazil,Maize,142.67,21.26,239.87
2019-01,Brazil,Maize,195.1,24.16,234.01
2019-02,Brazil,Maize,153.65,26.56,235.09
2019-03,Brazil,Maize,15.8,28.51,232.29
2019-04,Brazil,Maize,147.46,30.54,233.82
2019-05,Brazil,Maize,242.04,28.22,235.58
2019-06,Brazil,Maize,133.25,27.17,234.88
2019-07,Brazil,Maize,34.12,26.14,236.77
2019-08,Brazil,Maize,132.97,21.98,240.19
2019-09,Brazil,Maize,122.43,21.34,239.7
2019-10,Brazil,Maize,54.64,18.32,235.69
2019-11,Brazil,Maize,,20.3,239.97
2019-12,Brazil,Maize,68.14,21.61,242.45
2020-01,Brazil,Maize,156.13,25.3,244.14
2020-02,Brazil,Maize,152.33,26.47,242.07
2020-03,Brazil,Maize,105.49,31.4,245.03
2020-04,Brazil,Maize,168.52,28.36,251.15
2020-05,Brazil,Maize,127.12,30.47,250.79
2020-06,Brazil,Maize,222.55,28.38,251.07
2020-07,Brazil,Maize,174.68,25.31,247.88
2020-08,Brazil,Maize,104.39,22.55,245.72
2020-09,Brazil,Maize,100.28,22.52,242.5
2020-10,Brazil,Maize,141.69,22.47,242.89
2020-11,Brazil,Maize,87.54,20.46,241.87
2020-12,Brazil,Maize,148.42,22.66,242.98
2021-01,Brazil,Maize,203.87,24.45,240.31
2021-02,Brazil,Maize,124.96,26.33,239.81
2021-03,Brazil,Maize,246.08,29.79,
2021-04,Brazil,Maize,236.76,30.25,237.51
2021-05,Brazil,Maize,176.2,27.72,232.61
2021-06,Brazil,Maize,127.3,27.96,233.07
2021-07,Brazil,Maize,141.81,25.28,232.23
2021-08,Brazil,Maize,98.27,21.9,232.77
2021-09,Brazil,Maize,56.59,20.0,227.82
2021-10,Brazil,Maize,117.61,20.42,229.78
2021-11,Brazil,Maize,45.05,22.28,228.88
2021-12,Brazil,Maize,93.57,22.9,229.53
2022-01,Brazil,Maize,113.73,25.78,223.92
2022-02,Brazil,Maize,81.24,26.67,220.2
2022-03,Brazil,Maize,196.7,28.92,219.03
2022-04,Brazil,Maize,157.58,30.61,223.15
2022-05,Brazil,Maize,228.72,27.97,224.73
2022-06,Brazil,Maize,137.27,27.71,225.12
2022-07,Brazil,Maize,109.67,25.49,222.35
2022-08,Brazil,Maize,65.27,22.46,219.03
2022-09,Brazil,Maize,98.18,20.99,219.86
2022-10,Brazil,Maize,93.23,20.06,221.96
2022-11,Brazil,Maize,133.31,20.05,222.59
2022-12,Brazil,Maize,113.85,21.32,227.72
2023-01,Brazil,Maize,234.7,24.91,225.67
2023-02,Brazil,Maize,172.31,28.8,226.21
2023-03,Brazil,Maize,114.43,30.35,221.13
2023-04,Brazil,Maize,115.43,29.65,221.76
2023-05,Brazil,Maize,190.51,28.96,226.17
2023-06,Brazil,Maize,98.58,27.06,223.05
2023-07,Brazil,Maize,159.74,24.56,225.57
2023-08,Brazil,Maize,155.28,22.79,229.9
2023-09,Brazil,Maize,142.21,21.73,227.83
2023-10,Brazil,Maize,47.54,22.26,229.23
2023-11,Brazil,Maize,142.3,19.84,233.97
2023-12,Brazil,Maize,126.63,23.15,234.66
2024-01,Brazil,Maize,99.61,25.54,237.02
2024-02,Brazil,Maize,141.53,27.17,231.7
2024-03,Brazil,Maize,187.34,28.3,233.49
2024-04,Brazil,Maize,135.36,30.28,235.04
2024-05,Brazil,Maize,178.87,31.45,231.06
2024-06,Brazil,Maize,221.78,27.77,228.17
2024-07,Brazil,Maize,178.2,24.21,229.98
2024-08,Brazil,Maize,114.6,22.34,229.07
2024-09,Brazil,Maize,107.93,19.53,232.41
2024-10,Brazil,Maize,64.1,20.02,233.34
2024-11,Brazil,Maize,70.73,21.35,233.51
2024-12,Brazil,Maize,33.64,21.81,233.0
2000-01,China,Maize,103.23,12.34,181.4
2000-02,China,Maize,121.34,15.79,186.14
2000-03,China,Maize,164.36,19.18,187.12
2000-04,China,Maize,68.53,19.24,191.15
2000-05,China,Maize,57.81,15.29,195.89
2000-06,China,Maize,109.1,18.23,194.13
2000-07,China,Maize,102.91,10.67,194.95
2000-08,China,Maize,31.82,17.3,193.68
2000-09,China,Maize,68.78,15.95,189.23
2000-10,China,Maize,,6.99,190.3
2000-11,China,Maize,55.48,8.8,187.14
2000-12,China,Maize,91.82,11.81,188.59
2001-01,China,Maize,125.19,15.87,183.93
2001-02,China,Maize,168.13,19.53,184.44
2001-03,China,Maize,96.79,22.18,179.73
2001-04,China,Maize,134.86,22.76,181.75
2001-05,China,Maize,60.59,26.55,180.57
2001-06,China,Maize,81.37,18.74,179.1
2001-07,China,Maize,54.37,10.79,182.48
2001-08,China,Maize,0.0,7.06,181.51
2001-09,China,Maize,0.0,18.21,181.85
2001-10,China,Maize,64.05,13.04,181.25
2001-11,China,Maize,67.55,12.5,182.77
2001-12,China,Maize,23.04,15.3,185.9
2002-01,China,Maize,124.51,16.64,188.41
2002-02,China,Maize,41.65,20.23,187.01
2002-03,China,Maize,97.19,18.84,190.64
2002-04,China,Maize,76.47,25.22,187.89
2002-05,China,Maize,91.93,18.23,185.66
2002-06,China,Maize,111.95,14.89,185.28
2002-07,China,Maize,96.51,9.24,188.42
2002-08,China,Maize,84.27,12.55,184.91
2002-09,China,Maize,72.12,16.74,187.58
2002-10,China,Maize,4.45,9.17,187.42
2002-11,China,Maize,91.52,6.16,186.11
2002-12,China,Maize,22.39,14.64,189.41
2003-01,China,Maize,66.29,13.4,187.0
2003-02,China,Maize,68.2,24.69,193.86
2003-03,China,Maize,100.44,24.63,193.33
2003-04,China,Maize,74.03,15.92,193.78
2003-05,China,Maize,82.64,19.63,198.41
2003-06,China,Maize,137.16,15.48,198.93
2003-07,China,Maize,24.67,11.36,202.5
2003-08,China,Maize,59.41,13.28,196.64
2003-09,China,Maize,12.82,14.94,195.31
2003-10,China,Maize,72.6,10.67,196.5
2003-11,China,Maize,26.38,9.61,199.75
2003-12,China,Maize,60.85,4.68,202.06
2004-01,China,Maize,23.64,13.34,204.08
2004-02,China,Maize,125.7,20.71,207.27
2004-03,China,Maize,90.73,14.96,208.69
2004-04,China,Maize,95.82,26.13,202.26
2004-05,China,Maize,117.2,18.0,206.59
2004-06,China,Maize,36.7,19.27,204.08
2004-07,China,Maize,48.47,14.4,205.02
2004-08,China,Maize,65.45,8.79,205.56
2004-09,China,Maize,0.0,13.43,205.7
2004-10,China,Maize,0.0,8.61,202.38
2004-11,China,Maize,23.07,8.34,196.57
2004-12,China,Maize,19.57,4.0,193.56
2005-01,China,Maize,57.96,21.21,196.04
2005-02,China,Maize,98.79,18.52,191.7
2005-03,China,Maize,114.43,24.76,189.06
2005-04,China,Maize,154.33,23.48,190.31
2005-05,China,Maize,87.39,24.76,187.23
2005-06,China,Maize,85.9,16.24,185.6
2005-07,China,Maize,69.13,10.51,185.85
2005-08,China,Maize,70.71,16.55,186.7
2005-09,China,Maize,65.76,12.19,183.55
2005-10,China,Maize,81.27,9.13,183.98
2005-11,China,Maize,83.95,14.64,185.17
2005-12,China,Maize,77.68,14.73,181.35
2006-01,China,Maize,122.86,18.56,182.0
2006-02,China,Maize,,14.41,179.85
2006-03,China,Maize,66.78,24.24,180.22
2006-04,China,Maize,75.32,20.98,182.39
2006-05,China,Maize,84.48,24.67,181.86
2006-06,China,Maize,42.57,22.37,184.6
2006-07,China,Maize,48.53,18.75,186.97
2006-08,China,Maize,19.61,13.06,189.7
2006-09,China,Maize,63.85,14.51,190.91
2006-10,China,Maize,61.38,15.44,
2006-11,China,Maize,0.0,14.1,195.36
2006-12,China,Maize,36.61,14.31,190.36
2007-01,China,Maize,133.88,18.85,187.99
2007-02,China,Maize,102.54,16.4,187.35
2007-03,China,Maize,104.09,26.39,187.09
2007-04,China,Maize,67.75,14.27,188.16
2007-05,China,Maize,98.24,20.47,185.74
2007-06,China,Maize,79.99,16.88,191.77
2007-07,China,Maize,42.11,13.44,191.46
2007-08,China,Maize,42.22,14.72,191.44
2007-09,China,Maize,35.32,7.17,189.43
2007-10,China,Maize,0.0,19.61,186.42
2007-11,China,Maize,5.49,6.26,186.04
2007-12,China,Maize,52.52,9.69,186.12
2008-01,China,Maize,40.32,11.82,185.86
2008-02,China,Maize,69.97,19.29,190.82
2008-03,China,Maize,31.99,24.39,190.45
2008-04,China,Maize,119.05,23.1,190.19
2008-05,China,Maize,161.0,26.22,192.63
2008-06,China,Maize,116.46,15.19,192.12
2008-07,China,Maize,109.57,18.63,193.74
2008-08,China,Maize,81.41,12.29,189.9
2008-09,China,Maize,61.11,12.58,186.09
2008-10,China,Maize,52.03,15.43,186.45
2008-11,China,Maize,19.81,4.9,185.76
2008-12,China,Maize,83.65,21.46,183.33
2009-01,China,Maize,92.07,15.42,183.7
2009-02,China,Maize,64.29,12.07,184.32
2009-03,China,Maize,106.6,17.56,182.19
